poi_id,poi_name,review_count,rating,poi_distance_from_bike_stn,poi_latitude,poi_longitude,bike_station_id,poi_bsns_category
mvds37L7mCurGn3rGPM8ag,Kaffeine,181,4.5,776,51.51848,-0.14037,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
Zc0HW9Q1HAXNkiiyh9G_Lw,Abeno,114,4.5,584,51.5175591,-0.125158,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
ggwDV5tRXMfQJvH2-yZVug,The Barbary,85,5.0,854,51.5144480132327,-0.126241173962971,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
ZKfiQaOMDu7rfVhmMmQ0bQ,Berners Tavern,128,4.5,669,51.5167515074354,-0.135977268218994,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
zJNI06Y2zZQFh9OBSFCdgQ,Sketch,941,4.0,1256,51.5127614699071,-0.14159163911048,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
1TgYqfxkXv6-IB4cvuuy3w,Tea and Tattle,89,4.5,493,51.5178680419922,-0.126817002892494,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
bz-YqeJaLeQCP85S6e0pig,Roka,141,4.0,456,51.5189741386939,-0.135395835697745,23efb32f80a9dcd0e4f61fb44b353ce1,Dining and Drinking
R1UKQHTz65dQKkdLjzVEBg,Dishoom,451,4.5,716,51.5363182978271,-0.125145272091882,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
aTjIuf-lCWF6vGYDlQTPSg,Honest Burgers Kings Cross,112,4.5,333,51.5308718,-0.119039104215517,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
r34qKF45zXSpYqTXnhq4RA,North Sea Fish Restaurant,180,4.0,411,51.526474,-0.125051,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
B6ayHXLwfYBuIADficAeMg,Caravan Kings Cross,180,4.0,660,51.5357788239146,-0.125370576153865,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
E_3NekwxctQ3BzN7tLKk2A,Casa Tua,51,4.5,255,51.5276449011142,-0.123588235886524,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
FXSGVcfBDYytOHHyLsoCCg,Albertini Restaurant,59,4.5,390,51.5290298461914,-0.129214003682137,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
CQsUI0K8XOAwSR4gN6l55Q,Pizza Union,73,4.5,289,51.531051655444,-0.11983242244974,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
wh4R2zTxcjZw4JcQFNBtog,Aux Pains de Papy,33,5.0,455,51.5273865,-0.1184675,025ecd9d4f9708f515a36660227c8f3f,Dining and Drinking
