network_city,network_name,station_name,station_id,station_latitude,station_longitude,empty_slots,free_bikes,total_bikes
London,santander-cycles,"200174 - Mostyn Grove, Bow",8a024f748718e323ba102ad5722768f9,51.530535,-0.025492,41,5,46
London,santander-cycles,"200019 - Malmesbury Road, Bow",bc9352cb9f3a3437d85bf51e5748c262,51.529452,-0.027616,13,8,21
London,santander-cycles,"200155 - Gascoyne Road, Victoria Park",9da373b6d3bc7db00224ffce3844e836,51.541515,-0.038557746,10,10,20
London,santander-cycles,"200009 - Stebondale Street, Cubitt Town",3d10ad40c87e4e7b0d1ebcd7f771ac69,51.489096,-0.009205,6,23,29
London,santander-cycles,"200018 - Spindrift Avenue, Millwall",a481bcf01f163162baa32267b19a829c,51.49109,-0.018716,12,24,36
London,santander-cycles,"200012 - Stepney Green Station, Stepney",6ed3b502a2687a318dfb1b18a3bb16d5,51.521889,-0.04667,8,13,21
London,santander-cycles,"200156 - Pott Street, Bethnal Green",d3d8bc219909f1ba1ab0edeed054a0b0,51.527152,-0.058005,12,8,20
London,santander-cycles,"200022 - Saunders Ness Road, Cubitt Town",77cab4a52fac6779037986ebf903b342,51.487129,-0.0090011,0,35,35
London,santander-cycles,"200249 - Queen Mary's, Mile End",0605a2d505f1a706adb2ebf85cf41188,51.522507,-0.041378,20,25,45
London,santander-cycles,"200230 - Maplin Street, Mile End",1ec5489218722c40b4af21fcecb38b03,51.525501,-0.032267204,18,21,39
London,santander-cycles,"200233 - South Quay East, Canary Wharf",61b0e07b71923748b9c8bc22faed1abd,51.50196,-0.016251,8,28,36
London,santander-cycles,"200252 - Bow Church Station, Bow",a5981290c4d7e5e6ca27941bb54bc921,51.528169,-0.018703,21,18,39
London,santander-cycles,"200255 - Devons Road, Bow",5a62c7aa856674fc3ef6edfae4fa6832,51.52512,-0.015578,3,36,39
London,santander-cycles,"200242 - Merchant Street, Bow",fa0833e381be090f3a07d9e66e0cd208,51.526578,-0.027581,24,3,27
London,santander-cycles,"200251 - Bow Road Station, Bow",1bbe1a87ecfe81fd0bc63095f343f6fb,51.527058,-0.025296,33,9,42
London,santander-cycles,"200011 - Furze Green, Bow",d6508a1b88c9ad396ab48658a7aaf8c7,51.519265,-0.021345,23,13,36
London,santander-cycles,"200148 - Ansell House, Stepney",d60c008e1f0fd885ba1086e592274386,51.520019,-0.05438,18,23,41
London,santander-cycles,"200241 - Bonner Gate, Victoria Park",33706f39140272de1b3ccd41e4e2b788,51.53341,-0.049591815,9,12,21
London,santander-cycles,"200250 - Cleveland Way, Stepney",dc715dea9f96b012c42159a14722b9a8,51.520893,-0.051394,10,26,36
London,santander-cycles,"200243 - St. John's Park, Cubitt Town",2886e8ab5bbcc55d7dbe224274057198,51.496454,-0.009506,20,10,30
London,santander-cycles,"200038 - Ackroyd Drive, Bow",a00180e2a271ca35eebcb929138d5cc9,51.520398,-0.026768,8,21,29
London,santander-cycles,"200036 - Bell Lane, Liverpool Street",5418fa3e11ec8aae7a3827182b5ebecf,51.517475,-0.075855,0,23,23
London,santander-cycles,"200157 - Fournier Street, Whitechapel",d280b7b63da641de8de0eb9afbba3ff7,51.519362,-0.074431,0,18,18
London,santander-cycles,"200253 - Fore Street, Guildhall",e390d1a827cc7a4b29404540deaf3f44,51.517842,-0.090075,19,0,19
London,santander-cycles,"200238 - Westferry DLR, Limehouse",11b191b7d850e1bc3d117a2bf999bed5,51.509303,-0.025996,12,29,41
London,santander-cycles,"200256 - Sutton Street, Shadwell",7215fe3f29691330166b6f4c58f51c08,51.511066,-0.053558,24,9,33
London,santander-cycles,"200162 - Watney Market, Stepney",16fab6f03a4ee334399813f20d6dd47a,51.5142228,-0.055656,2,49,51
London,santander-cycles,"200027 - Ford Road, Old Ford",5032091f25ed9daffff5b4c8691cbcef,51.532513,-0.033085,2,16,18
London,santander-cycles,"200041 - Antill Road, Mile End",7eee5e55c4160640d467e36acef59c1e,51.528224,-0.037471,10,20,30
London,santander-cycles,"200254 - Teviot Street, Poplar",7bf9812c2aac8190d3fa1cf6727c708e,51.518811,-0.011662,4,29,33
London,santander-cycles,"200234 - Bancroft Road, Bethnal Green",e20d1f7e5f0847bd698ea436d42a36c8,51.526041,-0.047218,9,12,21
London,santander-cycles,"200161 - Clinton Road, Mile End",42ec5cd61c5a76834cd53baa47f295ae,51.525941,-0.036017,10,26,36
London,santander-cycles,"200160 - Langdon Park, Poplar",23584469231acbea6b4fbeac077c2844,51.51549,-0.013475,0,24,24
London,santander-cycles,"200017 - Lancaster Gate , Bayswater",09adf52031e9e0915474c56d5e9c8fb5,51.511654,-0.179668,25,13,38
London,santander-cycles,"200153 - Blythe Road, Olympia",142d474ce6a827391ae84df4d6b219ac,51.496927,-0.21350087,11,13,24
London,santander-cycles,"200143 - Lancaster Drive, Blackwall",1c8ffe2672b1bea7d3873f35da9f91d7,51.503143,-0.008428,15,12,27
London,santander-cycles,"200154 - Hansard Mews, Holland Park",3f8494a0ce80e37e608d50b1b91a15e7,51.503802,-0.215808,2,18,20
London,santander-cycles,"200010 - Manresa Road, Chelsea",3c3e712aa90b7c44661a9b86cfdea364,51.486892,-0.170983,16,2,18
London,santander-cycles,"200146 - Newby Place, Poplar",ee6b962d29901c9b17aab7f4142fd36c,51.508896,-0.012413,11,7,18
London,santander-cycles,"200167 - Twig Folly Bridge, Mile End",513288b27c6faacd64d5f2e17c6f6d0e,51.530326,-0.042744,16,5,21
London,santander-cycles,"200165 - Wellington Row, Bethnal Green",49910ad7791337e48885a90cb46b78d2,51.528222,-0.069743,0,33,33
London,santander-cycles,"200159 - Goldsmith's Row, Haggerston",ca95c11b4be680ac88a023c0544a9f0a,51.531864,-0.066035,8,19,27
London,santander-cycles,"200145 - Gloucester Avenue, Camden Town",95e4894efdc1051d3f2d35c74f763b5f,51.537349,-0.147154,1,23,24
London,santander-cycles,"200024 - Queensbridge Road, Haggerston",85f3fb33c271b65e3e29385a8b726e8c,51.53385,-0.06992,26,9,35
London,santander-cycles,"200239 - Old Montague Street, Whitechapel",fb48301a2645d8a071c1c64cf9379237,51.51793,-0.067937,14,4,18
London,santander-cycles,"200050 - Naval Row, Blackwall",062ad453718b685176b2cbb07ddcc225,51.508981,-0.00699,6,15,21
London,santander-cycles,"200147 - Salmon Lane, Limehouse",5da8b79601e2e7e7f2f324249c2372b5,51.514115,-0.033828,16,17,33
London,santander-cycles,"200051 - Percival Street, Finsbury",6f4afa257775c2ffbbfe8d6c5f68bd39,51.526153,-0.102208,15,7,22
London,santander-cycles,"200149 - Watney Street, Shadwell",0bac19abb9e5463ff38a991da6337555,51.511542,-0.056667,16,11,27
London,santander-cycles,"200064 - Regent's Row , Haggerston",c86fef1505575a6c05e04db9ca1d7a95,51.535678,-0.062546,7,17,24
London,santander-cycles,"200203 - King Edward Street, St Pauls",1a4af3b8d9ae338a82ccc50e677ad526,51.51601,-0.0985,18,2,20
London,santander-cycles,"200048 - Page Street, Westminster",9577f74a502cb95e298b87ebfbda02f2,51.493978,-0.127554,18,6,24
London,santander-cycles,"200037 - Rectory Square, Stepney",ed34565ea651bcc1889a3caa0d4b0a49,51.518369,-0.043371,11,11,22
London,santander-cycles,"200141 - Westfield Ariel Way, White City",2d8793fa049d18f478c1670474d17b46,51.509158,-0.224103,6,36,42
London,santander-cycles,"200248 - Pitfield Street Central, Hoxton",e0448008c5b5a4e4f54fa021cf0136bb,51.53213,-0.08299,11,19,30
London,santander-cycles,"200061 - Westfield Southern Terrace ,Shepherd's Bush",c1ecc87208a30ee6ed7887fcadf07536,51.506256,-0.218337,10,19,29
London,santander-cycles,"200026 - Greenland Road, Camden Town",92e21340a1a18bdc7b6650503b3fcfe9,51.539099,-0.141728,34,2,36
London,santander-cycles,"200246 - Eagle Wharf Road, Hoxton",d8ec12853314db604ab4ea2bac6b1b02,51.53356,-0.09315,5,40,45
London,santander-cycles,"200247 - Globe Town Market, Bethnal Green",2b2da69426aebcd92baa6a767f6e6577,51.528869,-0.047548,15,5,20
London,santander-cycles,"200244 - Hollybush Gardens, Bethnal Green",a16b22a924bff65593d0037d0c27c35b,51.527607,-0.057133,4,28,32
London,santander-cycles,"200128 - Queen Street 2, Bank",72456ec80ef7e9a136379a8e076d0480,51.511246,-0.093051,26,10,36
London,santander-cycles,"200060 - Drayton Gardens, West Chelsea",fb9cad838aab50f7f745dda64a188285,51.487196,-0.179369,9,9,18
London,santander-cycles,"200236 - Greenberry Street, St.John's Wood",513d321ee2eab0fac86c99e3e904f84a,51.53256,-0.16862,24,2,26
London,santander-cycles,"200058 - Northdown Street, King's Cross",51b5abdaca17f7881f94da3ec22e981f,51.531066,-0.11934,5,16,21
London,santander-cycles,"200226 - Kingsway Southbound, Strand",843d6482837acafc806348eb0f23ba39,51.513875,-0.117774,24,9,33
London,santander-cycles,"200142 - Hammersmith Road, Hammersmith",4363606abfd3d732499c427978102b08,51.493267,-0.21985,15,7,22
London,santander-cycles,"200237 - Parson's Green , Parson's Green",465c84c404e8f3f73e1143adfc7d538c,51.472817,-0.199783,5,16,21
London,santander-cycles,"200229 - Fulham Park Road, Fulham",cbee2dce2bbc322f7e83b4d9f08c2006,51.473471,-0.20782,25,2,27
London,santander-cycles,"200235 - Manbre Road, Hammersmith",ba25773e45779fb1fa1d5ca30b2939d0,51.485743,-0.223616,10,18,28
London,santander-cycles,"200136 - BBC White City, White City",991480aa8890dcdb90d45b61951b28d2,51.514767,-0.225787,1,35,36
London,santander-cycles,"200211 - Union Grove, Wandsworth Road",2564725d535c69c5d1f915d8d3c24777,51.472993,-0.133972,25,20,45
London,santander-cycles,"200137 - Caldwell Street, Stockwell",4b4417d3be97d1bf90708cabf8844806,51.477839,-0.116493,28,16,44
London,santander-cycles,"200198 - Seymour Place, Marylebone",08fa4d8316678d7c4402b0c03a09c952,51.520331,-0.163667,25,4,29
London,santander-cycles,"200218 - Addison Road, Holland Park",105a2dff2d4a179b561b6e28eab59185,51.504199,-0.210941,21,5,26
London,santander-cycles,"200224 - Colet Gardens, Hammersmith",592fcd87128c93fee2336091e529072a,51.491093,-0.216493,12,18,30
London,santander-cycles,"200208 - Sugden Road, Clapham",5a12fc9f1fa719a0ebd8d4d52ca5997c,51.46512358,-0.157788279,15,4,19
London,santander-cycles,"200222 - Danvers Street, West Chelsea",81b5079628ca78b668b84651c710531c,51.48256792,-0.172078187,15,6,21
London,santander-cycles,"200067 - Princedale Road , Holland Park",bbf7032a86f129ea4aff85a8c03fba45,51.50646524,-0.208486599,7,13,20
London,santander-cycles,"200175 - Wandsworth Rd, Isley Court, Wandsworth Road",78dfc43f62e3197e9896b5e0575aaec0,51.46925984,-0.141812513,9,21,30
London,santander-cycles,"200214 - Woodstock Grove, Shepherd's Bush",6411e039a76d2a69c1329d706742341b,51.50403821,-0.217400093,11,13,24
London,santander-cycles,"200098 - Aintree Street, Fulham",ccbe01fc953e48e3490729699f9071bf,51.48102131,-0.209973497,15,9,24
London,santander-cycles,"200028 - Elysium Place, Fulham",18e9d0e2737aeb5fc6c99c3fd8942ecd,51.47107905,-0.207842908,12,9,21
London,santander-cycles,"300003 - Eel Brook Common, Walham Green",436d4a44ab9d0a46411f741bb259bbf9,51.47625965,-0.193254007,8,16,24
London,santander-cycles,"300012 - Irene Road, Parsons Green",4185f641b62b25a84f5ae4037a6fb1e3,51.4737636,-0.197010096,31,12,43
London,santander-cycles,"300010 - Surrey Lane, Battersea",88e25e1d2859ec013404fde8a2e59734,51.47518024,-0.167160736,14,14,28
London,santander-cycles,"200091 - Wandsworth Town Station, Wandsworth",0b3566396cee460796fa2c3a08c1bf64,51.46086446,-0.187427294,19,14,33
London,santander-cycles,"200172 - Lansdowne Road, Ladbroke Grove",3c35be6e1fd5840889c6c0b24f0cec4b,51.50748124,-0.205535908,6,23,29
London,santander-cycles,"200186 - Nantes Close, Wandsworth",f5a52349e2b1ff0cae6c5ec0ad01c3d7,51.46193072,-0.180791784,18,4,22
London,santander-cycles,"200173 - Courland Grove, Wandsworth Road",c611c164e9c6b09dae6cbbf25274f23d,51.4729184,-0.132102704,22,18,40
London,santander-cycles,"200190 - Queen's Circus, Battersea Park",0e1efdedabfc5562db830161f77361ae,51.47761941,-0.149551631,2,26,28
London,santander-cycles,"300008 - Normand Park, West Kensington",17173be0e45e78e08e129395bd66733d,51.48438657,-0.20481514,20,4,24
London,santander-cycles,"200187 - Morie Street, Wandsworth",cc613f88040fad899933fccac3a43d67,51.45995384,-0.190184054,11,17,28
London,santander-cycles,"200194 - Clarence Walk, Stockwell",11058fd9a19c1e3eb1be438a8fe78026,51.47073264,-0.126994068,9,19,28
London,santander-cycles,"200183 - Battersea Park Road, Nine Elms",72f1e1e104f50e394ec6719329d6d954,51.4795017,-0.141770709,17,10,27
London,santander-cycles,"200176 - Sheepcote Lane, Battersea",99499044d72124bfdf2598f13f3123fa,51.47053858,-0.163041605,2,26,28
London,santander-cycles,"200116 - Vereker Road, West Kensington",176ce23fdcdb9ad0098ba629d49278ad,51.48959104,-0.209378594,12,20,32
London,santander-cycles,"300002 - Brook Green South, Brook Green",700660c969a41b75d703f0d714df1328,51.49434708,-0.215804559,18,15,33
London,santander-cycles,"200215 - Greyhound Road, Hammersmith",3b74b71fc8dc2b7b869911f7a13d7b22,51.48606206,-0.214428378,13,24,37
London,santander-cycles,"200180 - South Park, Sands End",0c7b199636e8a47f15dd707b6954ee02,51.46706414,-0.193502076,25,3,28
London,santander-cycles,"200191 - Spencer Park, Wandsworth Common",c6006053a8c0ef4c474eae5a3b0d035d,51.45787019,-0.174691623,22,3,25
London,santander-cycles,"200179 - Silverthorne Road, Battersea",ee629e8773009cbf69147ffa2beb9871,51.47286577,-0.148059277,24,4,28
London,santander-cycles,"300025 - Archbishop's Park, Waterloo",aebfe7a6a3a7f359f526fb32c77bfcba,51.49824168,-0.117495865,0,23,23
London,santander-cycles,"200192 - Fawcett Close, Battersea",c54e6050d68d16efd5ab004b93560c7e,51.46916161,-0.174485792,35,1,36
London,santander-cycles,"200182 - Rainville Road, Hammersmith",b77f782fb1f2a5abd8f1dea22b9b422d,51.48373225,-0.223852256,21,15,36
London,santander-cycles,"200178 - Buckingham Gate, Westminster",d79e95513c3b5e1d3c78a65874054481,51.49886563,-0.137424571,10,6,16
London,santander-cycles,"200181 - Richmond Way, Shepherd's Bush",dc7927f5839ade3e41b03c1ce9d1bfaf,51.50035306,-0.217515071,4,23,27
London,santander-cycles,"200171 - Peterborough Road, Sands End",1ed9e09a1b36013966b9e4881467acf1,51.46904022,-0.19627483,20,10,30
London,santander-cycles,"300009 - World's End Place, West Chelsea",7d4bc8e5895e89cd86d1fe4025db6830,51.48180515,-0.18027465,19,3,22
London,santander-cycles,"300030 - Thorndike Close, West Chelsea",fdb0332e382c526657eea611e4b968bd,51.48089844,-0.183853573,18,7,25
London,santander-cycles,"300022 - Evesham Street, Avondale",37dc40e2a5a71717670821b31382212e,51.51148696,-0.218190203,11,18,29
London,santander-cycles,"200196 - Simpson Street, Clapham Junction",8f10fca04e352fdc2f84a1b1a94677a8,51.47084722,-0.17070367,11,14,25
London,santander-cycles,"200223 - Ashmole Estate, Oval",5ff926c1323dc9ca2cce2ff5eb614962,51.48267821,-0.117661574,28,6,34
London,santander-cycles,"200221 - Crabtree Lane, Fulham",6549854ef10fd46fe5996f9e19235a18,51.48294452,-0.219346128,8,19,27
London,santander-cycles,"200220 - Blythe Road West, Shepherd's Bush",0e32bed2bf97efb8e0ddcdd0446caf15,51.49968,-0.221791551,18,3,21
London,santander-cycles,"300005 - Ethelburga Estate, Battersea Park",e8460349200c2c3cbdf5507a5c62d027,51.47729232,-0.16478637,7,23,30
London,santander-cycles,"200212 - Blackfriars Station, St. Paul's",3744c757c4d94f29c6e13ca57a1d1ae2,51.511934,-0.10307894,28,7,35
London,santander-cycles,"200189 - Phene Street, Chelsea",0d1d53561dbd7567ed35c217a7b37224,51.48498496,-0.167919869,10,14,24
London,santander-cycles,"200124 - Clarendon Road, Avondale",e7f0bedd4f3f1a1bd7ee7dd18e53c6c9,51.51323001,-0.211593602,8,16,24
London,santander-cycles,"300013 - Austin Road, Battersea Park",aec630f91b132c46f24b929c9f2474aa,51.474376,-0.155442787,0,24,24
London,santander-cycles,"200113 - Smugglers Way, Wandsworth",a8d02c0bebd9705845f9324574e0ffff,51.46108367,-0.191722864,15,7,22
London,santander-cycles,"200209 - Shepherd's Bush Road North, Shepherd's Bush",0d3bf8a2ca4aff840df4ed3428d77be2,51.5015946,-0.222293381,20,14,34
London,santander-cycles,"300037 - Ravenscourt Park Station, Hammersmith",251599019e831fcb8b10dbc859eb2c77,51.49422354,-0.236769936,1,25,26
London,santander-cycles,"300036 - Teversham Lane, Stockwell",9d0662e41f872b54e0deb92ef31c79ba,51.47614939,-0.1232585,8,31,39
London,santander-cycles,"200169 - Ashley Crescent, Battersea",35eecf933325826bd2f7a27a8bf9e7e6,51.46718562,-0.152248582,16,12,28
London,santander-cycles,"300052 - Parsons Green Station, Parsons Green",563d60e99e374222fc0e4c463719bd0e,51.475089,-0.201968,35,21,56
London,santander-cycles,"300051 - Hibbert Street, Battersea",51b87d1008bc88061163c07ce6d878f9,51.46517078,-0.18038939,22,14,36
London,santander-cycles,"300035 - Carnegie Street, King's Cross",d909c7c79018edca6ff5562af099e530,51.53546778,-0.11619105,25,15,40
London,santander-cycles,"200126 - Usk Road, Clapham Junction",faa7d8335258a5d614e8a917d8877883,51.46348914,-0.182126248,23,7,30
London,santander-cycles,"200207 - Hartington Road, Stockwell",487c571900f018ad6147950f3f57b9e3,51.47787084,-0.126874471,28,7,35
London,santander-cycles,"200023 - Heath Road, Battersea",69f18607900144bb0279ff55ca9c0a09,51.46866929,-0.146544642,16,11,27
London,santander-cycles,"200170 - Esmond Street, Putney",7ce9aac767040a31ea152e56112128da,51.46231278,-0.211468596,24,6,30
London,santander-cycles,"200114 - Orbel Street, Battersea",2d384a63aaa0a93306df49a5fbb1836d,51.47453545,-0.170210533,13,13,26
London,santander-cycles,"200210 - Westbridge Road, Battersea",207110e525a28de8b818f389ff45e820,51.47768469,-0.170329317,3,25,28
London,santander-cycles,"200043 - Bishop's Avenue, Fulham",dc04adbb0f5cfea08ea94409b46aaf59,51.47303687,-0.214749808,13,33,46
London,santander-cycles,"200188 - Neville Gill Close, Wandsworth",19b283347402fac16a177e074e2c9572,51.45475251,-0.195197203,3,29,32
London,santander-cycles,"200219 - Osiers Road, Wandsworth",eeb8609cd4d2f66e9d4bd9d057d711ab,51.46067005,-0.198735357,17,13,30
London,santander-cycles,"200097 - Beryl Road, Hammersmith",9c5b9c0b07302a61c8f094de15898226,51.48814438,-0.222456468,6,20,26
London,santander-cycles,"200204 - Northfields, Wandsworth",17e868fdabd0f2c24c7bdc613919eaa9,51.46095151,-0.20066766,10,18,28
London,santander-cycles,"200199 - Stanley Grove, Battersea",5a6d57af5918766b5c2b01a0c54316b8,51.47047503,-0.152130083,18,6,24
London,santander-cycles,"200184 - Erin Close, Walham Green",4f6f219ebcb12bc09e075f477684429f,51.47946386,-0.195777222,0,24,24
London,santander-cycles,"200112 - Cadogan Close, Victoria Park",dff281ce9f8b930df02aafdbf73003cf,51.54211855,-0.028941601,11,11,22
London,santander-cycles,"300019 - Felsham Road, Putney",c5b540329d69c0cef8d2a49cf7f7a2fb,51.464786,-0.215618902,1,17,18
London,santander-cycles,"300033 - Putney Rail Station, Putney",aee7721e1c42abcb1708ae3b0ed93bd8,51.46071722,-0.216526155,17,3,20
London,santander-cycles,"300031 - Islington Green, Angel",ed680c5a625ce29ae517b0bd0b063b0f,51.53638435,-0.102757578,4,17,21
London,santander-cycles,"300018 - Charing Cross Hospital, Hammersmith",258bae71934e334dd7f77a6826073776,51.48728535,-0.217995921,4,17,21
London,santander-cycles,"200121 - Shoreditch Court, Haggerston",288af2ce5056d6b0c5f7df002bd065fe,51.53908372,-0.070329419,27,8,35
London,santander-cycles,"200201 - Battersea Church Road, Battersea",3d839a0c388434f3f6bb1ec344832c0b,51.47696496,-0.174347066,18,7,25
London,santander-cycles,"200213 - Durant Street, Bethnal Green",00531c4ce0f2e75ef2cebf19f1a6c1e3,51.52868155,-0.065550321,2,22,24
London,santander-cycles,"200063 - Mexfield Road, East Putney",17a040536d0ab9b22526033eb45c721e,51.45682071,-0.202802098,17,1,18
London,santander-cycles,"200193 - Snowsfields, London Bridge",63d97c4650fae41b0edeb6e3be02b62d,51.50215353,-0.083632928,13,18,31
London,santander-cycles,"200197 - Barons Court Station, West Kensington",7d53c79d13354a0926c306506e132d2e,51.49021762,-0.215087092,31,1,32
London,santander-cycles,"200217 - Disraeli Road, Putney",8bdbc7b9369ba20858fdba2c52fe5da7,51.46161068,-0.21614583,13,20,33
London,santander-cycles,"300045 - Albert Bridge Road, Battersea Park",b42a30087162a66b986e3ff33211959d,51.47439218,-0.163347594,3,17,20
London,santander-cycles,"300028 - Everington Street, Fulham",f720de5eca4ba8646b150ee9fd436a4f,51.48335692,-0.216305546,25,6,31
London,santander-cycles,"300056 - Mile End Stadium, Mile End",310944038d05d714291606b973508343,51.51854104,-0.034903714,17,5,22
London,santander-cycles,"300055 - Stewart's Road, Wandsworth Road",3f92e6135b78142c34afdcdcbc7cddda,51.47311696,-0.137235175,20,8,28
London,santander-cycles,"300049 - Aylward Street, Stepney",5fdbf177176def6919385c5e4799e30f,51.51563007,-0.049067243,12,10,22
London,santander-cycles,"300024 - Dunston Road , Haggerston",12cf22b370092bd57925f3347d093bc9,51.53658514,-0.075885686,13,30,43
London,santander-cycles,"300040 - Ada Street, Hackney Central",b25ab9b076fd60246136c1e5f64dadb2,51.53571683,-0.060291813,19,26,45
London,santander-cycles,"300011 - Victoria Park Road, Hackney Central",8ecc337dd1950c019e8d01e27c886e23,51.53642464,-0.054162264,18,16,34
London,santander-cycles,"300038 - Star Road, West Kensington",91413ad6bfda7be69a8cf41f7e47f431,51.48724429,-0.205279052,10,13,23
London,santander-cycles,"300039 - Wendon Street, Old Ford",c67cf776725bf48f5b151fd06b6285b5,51.53603947,-0.026262677,9,9,18
London,santander-cycles,"300041 - Finnis Street, Bethnal Green",f102b1111f0eaace9eec79779f7bfcda,51.52458353,-0.058631453,6,13,19
London,santander-cycles,"300053 - Stephendale Road, Sands End",8028515daa5c11d7b5fde5d4b7ef4fde,51.46822047,-0.190346493,41,7,48
London,santander-cycles,"300046 - Alma Road, Wandsworth",2f14a0cf466890807bb172bc12d326b3,51.45799126,-0.184806157,19,9,28
London,santander-cycles,"300050 - Walworth Square, Walworth",22dd9c7f455f2c8b36f130b8c84d8bbe,51.491327,-0.096518684,13,11,24
London,santander-cycles,"300047 - Alfreda Street, Battersea Park",a20657730893330fc07b24b5ff455fa9,51.47505096,-0.150908371,12,10,22
London,santander-cycles,"300054 - Chesilton Road, Fulham",b91fe9edd1fe68c02e35c22992f206e3,51.47569809,-0.20587627,19,4,23
London,santander-cycles,"300044 - Putney Bridge Road, East Putney",4df4c1a61068e8b3db4e706cd399707d,51.46199911,-0.206240805,18,11,29
London,santander-cycles,"300043 - St. Peter's Terrace, Fulham",912100dd5d2cde961242dcd492bac422,51.47893931,-0.208485293,15,9,24
London,santander-cycles,"300082 - Bridge Avenue, Hammersmith",b3bfe920f43212cf2925dfb3f6fa5c43,51.49208492,-0.229116862,1,17,18
London,santander-cycles,"300083 - Duke Street Hill, London Bridge",22ea277021b0890c2cb89459df7fa1c2,51.50630441,-0.087262995,15,6,21
London,santander-cycles,"300093 - Park Lane, Mayfair",72b245bd6626f4f58721d7ddcac922e5,51.50542628,-0.150817316,11,7,18
London,santander-cycles,"200120 - Grant Road East, Clapham Junction",decc690ca8ab17c12d3cb560edc3a123,51.46489445,-0.17302926,8,20,28
London,santander-cycles,"300088 - Queensdale Road, Shepherd's Bush",885aa1df3cac23559eb5b40d48c37253,51.50659035,-0.216104479,2,26,28
London,santander-cycles,"300086 - Fulham Broadway, Walham Green",f3b91b2486b3d4ad963ed4f1c777fccb,51.47993289,-0.19411695,1,25,26
London,santander-cycles,"300087 - Imperial Road, Sands End",da31d4ed316bd9f373b9b65226e8bd9f,51.47514228,-0.187278987,24,13,37
London,santander-cycles,"300091 - Hortensia Road, West Brompton",9614fa4af225345c3c2fa6fb337274bd,51.48176572,-0.185273723,9,19,28
London,santander-cycles,"300084 - Sirdar Road, Avondale",1f723dda1baca2b8c13e7395f4766955,51.51092871,-0.214594781,13,13,26
London,santander-cycles,"300085 - Freston Road, Avondale",75d93c810d5cbe6cb5a7f2fbb3fb2f61,51.5129814,-0.219486603,5,18,23
London,santander-cycles,"300078 - Oxford Road, Putney",df7141a19f8de7e207181417c169f5f1,51.46079243,-0.212607684,24,5,29
London,santander-cycles,"300077 - Ingrave Street, Clapham Junction",b50e7fcc091a7bb996645d914858cd81,51.46745485,-0.172293499,24,6,30
London,santander-cycles,"300075 - Upcerne Road, West Chelsea",db79d474fae5452c0ee6cfa826d14442,51.47816972,-0.18243547,10,19,29
London,santander-cycles,"300076 - Lots Road, West Chelsea",1abd626b32beaac8cb1120144d0c97a4,51.4795738,-0.17903854,20,4,24
London,santander-cycles,"300089 - Ormonde Gate, Chelsea",87de1a2c4b793d26f62410808c48f7ae,51.48796408,-0.161765173,8,16,24
London,santander-cycles,"300092 - Hertford Road, De Beauvoir Town",fc13cec797c8d375047af309197b3035,51.53727795,-0.079201849,17,8,25
London,santander-cycles,"300081 - Haggerston Road, Haggerston",0d050bd8136b44ea4429f899aa5dd06c,51.53932857,-0.074284675,16,21,37
London,santander-cycles,"300080 - Culvert Road, Battersea",c8bdcf3ed82231a237888af8de2da458,51.4710956,-0.157850096,9,18,27
London,santander-cycles,"300074 - Newton Street, Covent Garden",a185924831891de121774a0abab95a14,51.51612862,-0.120909408,11,13,24
London,santander-cycles,"300079 - London Street, Paddington",a29c6d919e37e086fe65901260ba1579,51.515117,-0.17371276,18,1,19
London,santander-cycles,"300067 - Grenfell Road, Avondale",2252f79019ed2aa466bd5750fbe43997,51.5129006,-0.214762686,9,15,24
London,santander-cycles,"300058 - The Vale, Chelsea",0c214fd5844b79f5ace4631b36babc8a,51.48512191,-0.174971902,17,7,24
London,santander-cycles,"300073 - Prince of Wales Drive, Battersea Park",001420f03e8b4f08f1bcc9bdc0260651,51.47515398,-0.159169801,0,21,21
London,santander-cycles,"300069 - Harcourt Terrace, West Brompton",a4ed9c494ef55af5c85cf3fc52cd7efa,51.48795853,-0.187404506,16,8,24
London,santander-cycles,"300072 - Broadley Terrace, Marylebone",aadb55c43bffce99f9347840c76651cc,51.52456169,-0.165668686,14,4,18
London,santander-cycles,"300068 - Humbolt Road, Fulham",c787b35138626eb5eb146e2c81e870e7,51.48321729,-0.211860644,12,14,26
London,santander-cycles,"300027 - Mile End Park Leisure Centre, Mile End",7c2cdef30e75123d21edbd7381edf2b5,51.52059714,-0.032566533,32,15,47
London,santander-cycles,"300064 - Ranelagh Gardens, Fulham",8687fa44c969d19da9b2900804e2508b,51.46760141,-0.20682737,10,29,39
London,santander-cycles,"200079 - Ram Street, Wandsworth",8277a07a35f76cf828604ae9938fea21,51.45752945,-0.192165613,7,18,25
London,santander-cycles,"200177 - Santos Road, Wandsworth",8ea647e16f07cdfecb28f07afaf1482b,51.45705988,-0.200806304,30,0,30
London,santander-cycles,"300001 - Sandilands Road, Walham Green",cf1c7f499d25de073d091384bab78f13,51.473611,-0.191803,15,6,21
London,santander-cycles,"300097 - Gwendwr Road, West Kensington",bca593837e5ed71410c9e529945554c7,51.491026,-0.209121,3,27,30
London,santander-cycles,"300007 - Rifle Place, Avondale",270f267381a6a855aeaddebcec4d8003,51.509224,-0.216016,11,10,21
London,santander-cycles,"300015 - Binfield Road, Stockwell",e54b6b92660d5707a55c3b22be51df61,51.47250956,-0.122831913,32,3,35
