yelp_id,yelp_poi_name,review_count,categories,rating,poi_distance,poi_latitude,poi_longitude,bike_station_id
tQLHS3esu_vLtkbdPYSY6A,On The Bab,96,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,238,51.5267653903883,-0.0815281434501047,e7899ea58fd18b220d81d76c035834cf
REsQeOq673VB-zjbZFbnIQ,Meat Mission,108,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,316,51.5273008570266,-0.0824617613588274,e7899ea58fd18b220d81d76c035834cf
zKIAjpRUcwkBpWS9aY1o_A,Cây Tre,134,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.5,257,51.526887,-0.081641,e7899ea58fd18b220d81d76c035834cf
XPrf1WmmdQ3hyjCExAjrIA,Lounge Bohemia,68,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.5,385,51.5229139449655,-0.0780906239161028,e7899ea58fd18b220d81d76c035834cf
vlq4D26p_143Tj21OF-iMA,Dishoom,577,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,621,51.5245310066818,-0.076594190862934,909898d9d1513581b527f22453b32aac
hOLFwKg4-0FsCleJ4yoCXw,Duck & Waffle,827,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",4.0,559,51.516178,-0.08094,909898d9d1513581b527f22453b32aac
68gc1BAE1IT_zZghFafw0Q,Ozone Coffee,193,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,469,51.524683689256,-0.086674106560876,909898d9d1513581b527f22453b32aac
CrQcYS4nWWdXmSD1pxf_KA,Beigel Bake,489,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.0,899,51.524391,-0.071726,909898d9d1513581b527f22453b32aac
qF2RobL-4k6IYnS6hpqEyA,Poppies,374,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,656,51.5202629,-0.074075,909898d9d1513581b527f22453b32aac
DI9SUiuxlf1WjkTu_jJSbg,Hawksmoor Spitalfields,177,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'british', 'title': 'British'}]",4.5,542,51.5211502,-0.075657,909898d9d1513581b527f22453b32aac
emdb4ELhKKQXpJ0lIOdg0w,Nightjar,186,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,685,51.5265350341797,-0.0877109989523888,909898d9d1513581b527f22453b32aac
JhmrjmyrIhAVlM0D0n3VoQ,Sushisamba,271,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,559,51.516179,-0.080946,909898d9d1513581b527f22453b32aac
m3vdBGC0X94sG_5pglDcjQ,St. John Bread & Wine,139,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,654,51.5196695,-0.074299,909898d9d1513581b527f22453b32aac
4lCI-05rQo2hQMr9qXKJAQ,Pizza Union,92,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,570,51.5175265894232,-0.0773585960268974,909898d9d1513581b527f22453b32aac
PrIqHQtsQl-DnafTdS326A,Whitecross Market,73,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.5,674,51.5228285836074,-0.0927653379297215,909898d9d1513581b527f22453b32aac
vCF8ut7OZcfA4hEmhngfSQ,Andina,148,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,577,51.5243208695971,-0.077134990126122,909898d9d1513581b527f22453b32aac
-ylzTrYtRJUJa2BuAInoyQ,Friends of Ours,96,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,903,51.5291189,-0.0836995,909898d9d1513581b527f22453b32aac
O3WaROs_7OFbYv4B-7m02Q,Polo 24 Hour Bar,111,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,413,51.517821,-0.080269,909898d9d1513581b527f22453b32aac
xcWZzhS9HgG3-H6xQMtOtA,The Mayor of Scaredy Cat Town,100,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.0,435,51.51837,-0.07872,909898d9d1513581b527f22453b32aac
SCdYgnZUaaQiCAUnfRxlsg,Happiness Forgets,111,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,761,51.52770282863,-0.0816464424133301,909898d9d1513581b527f22453b32aac
iDneZRtqN6dimKmcNQjVZA,The Clove Club,110,"[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,742,51.5270489,-0.0791196,909898d9d1513581b527f22453b32aac
vvE5E6WcPkK6ZB3Ivkqiqg,Flat Iron,51,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,490,51.5247221,-0.0804249,909898d9d1513581b527f22453b32aac
ZLPQlA8pLRvNQ1kDCVHmVQ,Pizza East,245,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,538,51.5240601,-0.0770451,909898d9d1513581b527f22453b32aac
XPrf1WmmdQ3hyjCExAjrIA,Lounge Bohemia,68,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.5,432,51.5229139449655,-0.0780906239161028,909898d9d1513581b527f22453b32aac
Vaq49W0ubGjuIc4h5_qQ0w,The Mayfair Chippy,376,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.5,834,51.5131345,-0.1533961,eb47143bda16b9e140e9c0ebaaad79e5
hF7L2L1pcPqNrE0js9xMDw,The Wallace Collection,118,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,426,51.5174316756205,-0.153022552114862,eb47143bda16b9e140e9c0ebaaad79e5
odnKjwTrgHDlgw0l43eKFA,The Golden Hind,262,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,496,51.5180015563965,-0.151026993989944,eb47143bda16b9e140e9c0ebaaad79e5
JSXnB6RipjQdQOXoh9IGgA,The Regent's Park,211,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,899,51.5282902069734,-0.155611038208008,eb47143bda16b9e140e9c0ebaaad79e5
CnxqwrH8M7QDzR2G2_taLw,Il Blandford's,79,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,99,51.520315,-0.155747,eb47143bda16b9e140e9c0ebaaad79e5
RFyH1Qiv06LYHrwqzLkVXg,Roti Chai,310,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.0,635,51.5146226,-0.1557135,eb47143bda16b9e140e9c0ebaaad79e5
bJiVADMSTEKj0MjqiLrOPA,The Grazing Goat Marylebone,270,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'british', 'title': 'British'}]",4.0,547,51.515378341447,-0.15823586449841,eb47143bda16b9e140e9c0ebaaad79e5
6tXkeZlisxTtdUsjDaTqaw,Chiltern Firehouse,166,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'french', 'title': 'French'}, {'alias': 'british', 'title': 'British'}]",4.0,236,51.5187121017659,-0.154846859653053,eb47143bda16b9e140e9c0ebaaad79e5
skSR93eUT6KuFnDI4ksxUw,The Rajdoot,104,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,262,51.5205999,-0.153431,eb47143bda16b9e140e9c0ebaaad79e5
cV9dn2Db9xzd4YnnEmMLnQ,Le Relais de Venise L'Entrecôte,195,"[{'alias': 'french', 'title': 'French'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,479,51.518264,-0.151117,eb47143bda16b9e140e9c0ebaaad79e5
annFT8pEr7pjqCfQXKY9dw,Madame Tussaud's,323,"[{'alias': 'museums', 'title': 'Museums'}]",3.5,330,51.522895,-0.154968,eb47143bda16b9e140e9c0ebaaad79e5
Y775ayDb-qviW7Ys_uzxEQ,Patty & Bun,197,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.5,671,51.515786,-0.150785,eb47143bda16b9e140e9c0ebaaad79e5
q-OOWNDtWue-ALqtnL2iDQ,Trishna,103,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,360,51.518294,-0.153047,eb47143bda16b9e140e9c0ebaaad79e5
-hxvERPtfzzRMtEL-R661w,La Fromagerie,100,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'delis', 'title': 'Delis'}]",4.0,346,51.5198559022117,-0.152211421569433,eb47143bda16b9e140e9c0ebaaad79e5
teXPunKtpwj0NuttvPYhyQ,The Victoria,255,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.5,1226,51.51350403679,-0.17119959969309,eb47143bda16b9e140e9c0ebaaad79e5
y8xX3BDj1bf7-wc4Q9Atvg,The Monocle Cafe,71,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,237,51.5188109085709,-0.154666668198166,eb47143bda16b9e140e9c0ebaaad79e5
1QzmZlxN3LRhBYYbCqjD-g,Zayna,101,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,591,51.514952,-0.158385,eb47143bda16b9e140e9c0ebaaad79e5
78YWTO9mTmA7WHOl5JmksQ,Purl,71,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.0,275,51.518505,-0.154465,eb47143bda16b9e140e9c0ebaaad79e5
je97zHcsRbKm5Ji10JtNSA,Dinings,67,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,522,51.519827,-0.164761,eb47143bda16b9e140e9c0ebaaad79e5
W_MsdJkinHKRqn5P4PkRUw,Texture,53,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,600,51.514873602131,-0.156574989917278,eb47143bda16b9e140e9c0ebaaad79e5
mc1KLbA1Sy4kUTKo0ZEeRQ,Dishoom,633,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,401,51.513087,-0.139767,911bcf42fd06c66c5c81e7384762b84c
zJNI06Y2zZQFh9OBSFCdgQ,Sketch,941,"[{'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,287,51.5127614699071,-0.14159163911048,911bcf42fd06c66c5c81e7384762b84c
IBV7BsXnv2gX68nWUARhjw,Mother Mash,504,"[{'alias': 'british', 'title': 'British'}]",4.0,412,51.512935,-0.139414,911bcf42fd06c66c5c81e7384762b84c
qhbCUUn1CM27dvTPUwvAUA,Flat Iron,447,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,431,51.51212,-0.1384008,911bcf42fd06c66c5c81e7384762b84c
e5jPAqpCcIAsTtasUN5h2g,The Wolseley,607,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'british', 'title': 'British'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,409,51.507617,-0.141012,911bcf42fd06c66c5c81e7384762b84c
Vaq49W0ubGjuIc4h5_qQ0w,The Mayfair Chippy,376,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.5,692,51.5131345,-0.1533961,911bcf42fd06c66c5c81e7384762b84c
AMfqUC9oYC0xc55MaXbvAA,NOPI,281,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,402,51.511617,-0.1385226,911bcf42fd06c66c5c81e7384762b84c
4VqbGRaYQJakPe2K6jKhOQ,Hyde Park,402,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,958,51.5039538036569,-0.152711774741523,911bcf42fd06c66c5c81e7384762b84c
otUz0bAJLkorJkMgEjRErA,Burger & Lobster,243,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,428,51.5069919134923,-0.145631313738818,911bcf42fd06c66c5c81e7384762b84c
GSbQscE52ZfK43ykA6vLbg,Fortnum and Mason: Diamond Jubilee Tea Salon,294,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'british', 'title': 'British'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,465,51.5087069889729,-0.138279327972609,911bcf42fd06c66c5c81e7384762b84c
xEl4Oi1lfAa5g17Z5UsHNQ,Gymkhana,166,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,310,51.50842,-0.1416607,911bcf42fd06c66c5c81e7384762b84c
sYwBQ7mJYhB35nn-_SZstQ,Yauatcha,518,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,707,51.5137076071076,-0.135128831605189,911bcf42fd06c66c5c81e7384762b84c
zdyKTWY6jDasd6Q8BEJdAw,Honest Burgers Meard St - Soho,301,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.5,835,51.5134184063764,-0.132883885733008,911bcf42fd06c66c5c81e7384762b84c
LSvWWKNJi4-gaaRDU-VVYA,Golden Union Fish Bar,315,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,686,51.5153383,-0.1376925,911bcf42fd06c66c5c81e7384762b84c
LOfW8J-1Tac-7aM04luJrg,Gelupo,213,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,729,51.5115509033203,-0.133706003427505,911bcf42fd06c66c5c81e7384762b84c
ep7Q8nZSqQJztyq_JgUGhg,Goodman,110,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'british', 'title': 'British'}]",4.5,292,51.5131345,-0.1422486,911bcf42fd06c66c5c81e7384762b84c
tYynO1nOy1GKxMV3jkxbmw,The Breakfast Club,551,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,751,51.514733,-0.135406,911bcf42fd06c66c5c81e7384762b84c
DnBY9gukSdy42EoJtBhdaQ,Tibits,165,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,318,51.511302947998,-0.139624997973442,911bcf42fd06c66c5c81e7384762b84c
bXo_3uLhacyeGJ0iF743PQ,Mildreds,302,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,592,51.5130233764648,-0.136484995484352,911bcf42fd06c66c5c81e7384762b84c
N7VEVrHgwcm4-Aj4neD79g,Hawksmoor,162,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,565,51.5097072807539,-0.136161326657445,911bcf42fd06c66c5c81e7384762b84c
mvs07Hrm2YrwObqDubABFg,St. Paul's Cathedral,313,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'churches', 'title': 'Churches'}]",4.5,138,51.5137180425786,-0.0994492651268561,6da973289e6a340aa31d03dc615d43c8
QXOrompG3b2o7g6P4ePb5w,Tate Modern,727,"[{'alias': 'artmuseums', 'title': 'Art Museums'}]",4.0,514,51.5078610102146,-0.0991344451904297,6da973289e6a340aa31d03dc615d43c8
Z0r83lDOA1mI8RpNccXtHw,The Fat Bear,127,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.5,173,51.5131833881734,-0.10138103121642,6da973289e6a340aa31d03dc615d43c8
-Ve2_hHfPczRX159xt0BCg,Ye Olde Cheshire Cheese,374,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,592,51.5143449,-0.107315,6da973289e6a340aa31d03dc615d43c8
K0lmqEgpNz97FausJUyn1A,Swan,258,"[{'alias': 'british', 'title': 'British'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,483,51.50835,-0.096985,6da973289e6a340aa31d03dc615d43c8
IWl1Y0eQOZSnYeIDw94svg,Monmouth Coffee,317,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,937,51.5055383383613,-0.0914615294783139,6da973289e6a340aa31d03dc615d43c8
qaSQQRWgxlWgGgQPHbfgbA,Millennium Bridge,125,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,354,51.5093109572,-0.0985913331076,6da973289e6a340aa31d03dc615d43c8
rKwkCvsSfp8z7w1CmNnMMQ,The Table,288,"[{'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,765,51.505604,-0.099671,6da973289e6a340aa31d03dc615d43c8
KzYd2EaFvmu63wqTIektSA,Padella,265,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,1037,51.5051451,-0.0899515,6da973289e6a340aa31d03dc615d43c8
P3YeWO3ODeWmQVi-IilkAQ,St John Bar and Restaurant,312,"[{'alias': 'british', 'title': 'British'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,903,51.520481,-0.101486,6da973289e6a340aa31d03dc615d43c8
NEAPxGZfFuGZf8pjC2yhWQ,The Blackfriar,156,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.0,319,51.51213429293,-0.10372875314406,6da973289e6a340aa31d03dc615d43c8
yEo_5mmozlhGpwUWEqaw9w,"OXO Tower Restaurant, Bar And Brasserie",232,"[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,790,51.5083860657884,-0.108466279762297,6da973289e6a340aa31d03dc615d43c8
KZd0pTzAhKbIs9Lg94Delg,Bread Ahead Bakery | Borough Market,96,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,935,51.5061427,-0.090258,6da973289e6a340aa31d03dc615d43c8
uwQVCV7lXyHM2uvwKei-Dw,Konditor & Cook,49,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,399,51.51313,-0.0937,6da973289e6a340aa31d03dc615d43c8
8BIVr-9UFggPl9Of86wokQ,Burger and Lobster,61,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,348,51.5136669051182,-0.094483494758606,6da973289e6a340aa31d03dc615d43c8
oMsnFxtMvVgEM0l5ktF2iQ,City Of London,20,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,167,51.513751,-0.10044,6da973289e6a340aa31d03dc615d43c8
4CGgn2MmN5Z7B6GAlMAcxQ,Mango Indian,144,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,939,51.504962,-0.092963,6da973289e6a340aa31d03dc615d43c8
c7urOor7CgoJAvuPezrDEQ,Bread Street Kitchen,163,"[{'alias': 'british', 'title': 'British'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,324,51.5134808,-0.0947269,6da973289e6a340aa31d03dc615d43c8
gnkQ-UbIX-vYWR-Rf_IcEQ,Ye Olde Mitre Inn,67,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.5,875,51.5184387,-0.1074239,6da973289e6a340aa31d03dc615d43c8
SpMzwgQjKcnSnKQvwjxckQ,Alchemy,26,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,263,51.5134264160446,-0.102642286734127,6da973289e6a340aa31d03dc615d43c8
vlq4D26p_143Tj21OF-iMA,Dishoom,577,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,881,51.5245310066818,-0.076594190862934,f8d7365346582b107b65bab899772875
emdb4ELhKKQXpJ0lIOdg0w,Nightjar,186,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,238,51.5265350341797,-0.0877109989523888,f8d7365346582b107b65bab899772875
-ylzTrYtRJUJa2BuAInoyQ,Friends of Ours,96,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,261,51.5291189,-0.0836995,f8d7365346582b107b65bab899772875
68gc1BAE1IT_zZghFafw0Q,Ozone Coffee,193,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,446,51.524683689256,-0.086674106560876,f8d7365346582b107b65bab899772875
SCdYgnZUaaQiCAUnfRxlsg,Happiness Forgets,111,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,416,51.52770282863,-0.0816464424133301,f8d7365346582b107b65bab899772875
iDneZRtqN6dimKmcNQjVZA,The Clove Club,110,"[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,604,51.5270489,-0.0791196,f8d7365346582b107b65bab899772875
S3h8uhI3wK2Fn4e9gw9bfA,Shoreditch Grind,118,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,317,51.5258391235513,-0.0879659656067133,f8d7365346582b107b65bab899772875
PrIqHQtsQl-DnafTdS326A,Whitecross Market,73,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.5,746,51.5228285836074,-0.0927653379297215,f8d7365346582b107b65bab899772875
ao-yAAnj8D_D9WI7qgLOow,The Breakfast Club,212,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,476,51.5269878207578,-0.0811266326024151,f8d7365346582b107b65bab899772875
bgNNAcV-GYqPXkYcHmZNCg,Curious Yellow Kafé,64,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,270,51.52954503532,-0.0838136672973633,f8d7365346582b107b65bab899772875
3JWtDO-41MPJ-IM6a-jVmA,Old Fountain,46,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,212,51.527072,-0.089101,f8d7365346582b107b65bab899772875
REsQeOq673VB-zjbZFbnIQ,Meat Mission,108,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,377,51.5273008570266,-0.0824617613588274,f8d7365346582b107b65bab899772875
DI9SUiuxlf1WjkTu_jJSbg,Hawksmoor Spitalfields,177,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'british', 'title': 'British'}]",4.5,1168,51.5211502,-0.075657,f8d7365346582b107b65bab899772875
t4IGyZgC1aNM9XUvkD5L_g,Callooh Callay,139,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,585,51.5263047,-0.0801422,f8d7365346582b107b65bab899772875
vvE5E6WcPkK6ZB3Ivkqiqg,Flat Iron,51,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,633,51.5247221,-0.0804249,f8d7365346582b107b65bab899772875
nwZeSFKD0dRqDM1H4pDy3w,Look Mum No Hands!,153,"[{'alias': 'bikes', 'title': 'Bikes'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bike_repair_maintenance', 'title': 'Bike Repair/Maintenance'}]",4.0,835,51.524013227609,-0.096938452042226,f8d7365346582b107b65bab899772875
vCF8ut7OZcfA4hEmhngfSQ,Andina,148,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,862,51.5243208695971,-0.077134990126122,f8d7365346582b107b65bab899772875
zKIAjpRUcwkBpWS9aY1o_A,Cây Tre,134,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.5,441,51.526887,-0.081641,f8d7365346582b107b65bab899772875
tQLHS3esu_vLtkbdPYSY6A,On The Bab,96,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,461,51.5267653903883,-0.0815281434501047,f8d7365346582b107b65bab899772875
KkcJrYaogWg5VvV3-HC_HQ,The Jones Family Project,62,"[{'alias': 'british', 'title': 'British'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,446,51.5258201511173,-0.0829150037047839,f8d7365346582b107b65bab899772875
P3YeWO3ODeWmQVi-IilkAQ,St John Bar and Restaurant,312,"[{'alias': 'british', 'title': 'British'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,530,51.520481,-0.101486,17080ae3ef6c19fbe59e8e5c17d31d9b
PrIqHQtsQl-DnafTdS326A,Whitecross Market,73,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",4.5,150,51.5228285836074,-0.0927653379297215,17080ae3ef6c19fbe59e8e5c17d31d9b
68gc1BAE1IT_zZghFafw0Q,Ozone Coffee,193,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,602,51.524683689256,-0.086674106560876,17080ae3ef6c19fbe59e8e5c17d31d9b
nwZeSFKD0dRqDM1H4pDy3w,Look Mum No Hands!,153,"[{'alias': 'bikes', 'title': 'Bikes'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bike_repair_maintenance', 'title': 'Bike Repair/Maintenance'}]",4.0,181,51.524013227609,-0.096938452042226,17080ae3ef6c19fbe59e8e5c17d31d9b
emdb4ELhKKQXpJ0lIOdg0w,Nightjar,186,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,638,51.5265350341797,-0.0877109989523888,17080ae3ef6c19fbe59e8e5c17d31d9b
hOLFwKg4-0FsCleJ4yoCXw,Duck & Waffle,827,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",4.0,1226,51.516178,-0.08094,17080ae3ef6c19fbe59e8e5c17d31d9b
-ylzTrYtRJUJa2BuAInoyQ,Friends of Ours,96,"[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,1031,51.5291189,-0.0836995,17080ae3ef6c19fbe59e8e5c17d31d9b
zOLPCLptUE2UKRXYWCEHvg,The Modern Pantry,148,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,597,51.5230301121618,-0.103575187145258,17080ae3ef6c19fbe59e8e5c17d31d9b
